time; o; d; v;
46.400000; 0.320191; 0.607608; 0.001768;
46.480000; 0.297761; 0.607602; 0.004197;
46.560000; 0.299549; 0.607605; 0.000809;
46.640000; 0.232593; 0.607575; 0.004365;
46.720000; 0.257407; 0.607517; 0.000186;
46.800000; 0.345094; 0.607512; 0.000085;
46.880000; 0.421694; 0.607512; 0.000100;
46.960000; 0.474022; 0.607513; 0.000020;
47.040000; 0.432826; 0.607445; 0.002079;
47.120000; 0.409395; 0.607353; 0.000748;
47.200000; 0.423354; 0.607330; 0.000526;
47.280000; 0.319120; 0.607358; 0.000018;
47.360000; 0.250507; 0.607324; 0.002921;
47.440000; 0.229030; 0.607344; 0.001828;
47.520000; 0.301415; 0.607392; 0.000780;
47.600000; 0.328961; 0.607366; 0.000520;
47.680000; 0.247357; 0.607370; 0.000204;
47.760000; 0.155574; 0.607366; 0.000095;
47.840000; 0.058375; 0.607497; 0.002145;
47.920000; 0.103302; 0.607536; 0.000021;
48.000000; 0.202261; 0.607451; 0.002117;
48.080000; 0.212354; 0.607290; 0.002113;
48.160000; 0.072142; 0.607290; 0.000012;
48.240000; 0.129050; 0.607368; 0.001982;
48.320000; 0.136527; 0.607374; 0.001949;
48.400000; 0.139266; 0.607468; 0.002238;
48.480000; 0.146337; 0.607485; 0.000048;
48.560000; 0.195446; 0.607475; 0.000894;
48.640000; 0.217452; 0.607411; 0.000738;
48.720000; 0.233251; 0.607344; 0.000077;
48.800000; 0.186650; 0.607302; 0.001028;
48.880000; 0.145306; 0.607188; 0.001082;
48.960000; 0.120394; 0.607002; 0.001220;
49.040000; 0.170635; 0.606859; 0.000371;
49.120000; 0.158263; 0.606851; 0.000049;
49.200000; 0.112506; 0.606782; 0.002106;
49.280000; 0.142849; 0.606650; 0.001911;
49.360000; 0.099461; 0.606617; 0.002082;
49.440000; 0.093734; 0.606661; 0.001658;
49.520000; 0.262911; 0.606573; 0.000252;
49.600000; 0.328512; 0.606578; 0.000156;
49.680000; 0.376930; 0.606595; 0.001110;
49.760000; 0.432362; 0.606584; 0.001760;
49.840000; 0.423677; 0.606633; 0.002028;
49.920000; 0.405605; 0.606729; 0.000705;
50.000000; 0.353323; 0.606783; 0.001597;
50.080000; 0.360477; 0.606771; 0.000830;
50.160000; 0.378084; 0.606754; 0.000265;
50.240000; 0.411784; 0.606756; 0.000051;
50.320000; 0.363023; 0.606753; 0.000148;
50.400000; 0.261594; 0.606764; 0.001820;
50.480000; 0.171090; 0.606816; 0.003966;
50.560000; 0.148093; 0.606857; 0.000983;
50.640000; 0.210700; 0.606833; 0.000007;
50.720000; 0.115781; 0.606836; 0.000030;
50.800000; 0.056179; 0.606837; 0.000052;
50.880000; 0.207473; 0.606806; 0.001549;
50.960000; 0.223148; 0.606753; 0.000372;
51.040000; 0.215235; 0.606777; 0.000347;
51.120000; 0.246628; 0.606765; 0.000097;
51.200000; 0.268265; 0.606765; 0.000043;
51.280000; 0.283297; 0.606682; 0.000204;
51.360000; 0.255721; 0.606671; 0.000218;
51.440000; 0.188208; 0.606669; 0.000261;
51.520000; 0.146224; 0.606646; 0.000909;
51.600000; 0.070849; 0.606632; 0.001535;
51.680000; 0.037130; 0.606535; 0.002107;
51.760000; 0.055751; 0.606460; 0.000329;
51.840000; 0.095417; 0.606389; 0.000788;
51.920000; 0.130024; 0.606454; 0.001841;
52.000000; 0.114250; 0.606494; 0.000204;
52.080000; 0.128376; 0.606490; 0.000837;
52.160000; 0.144634; 0.606495; 0.000192;
52.240000; 0.177196; 0.606479; 0.002144;
52.320000; 0.215251; 0.606527; 0.002093;
52.400000; 0.241325; 0.606623; 0.000765;
52.480000; 0.351603; 0.606656; 0.001909;
52.560000; 0.407341; 0.606739; 0.000863;
52.640000; 0.441289; 0.606743; 0.000234;
52.720000; 0.457999; 0.606738; 0.000605;
52.800000; 0.400983; 0.606757; 0.000665;
52.880000; 0.365569; 0.606791; 0.001864;
52.960000; 0.365658; 0.606780; 0.001297;
53.040000; 0.354998; 0.606889; 0.000434;
53.120000; 0.304524; 0.606982; 0.000524;
53.200000; 0.314557; 0.607060; 0.001839;
53.280000; 0.368647; 0.607134; 0.001859;
53.360000; 0.490708; 0.607081; 0.001169;
53.440000; 0.542424; 0.607146; 0.002092;
53.520000; 0.539912; 0.607211; 0.000030;
53.600000; 0.507911; 0.607212; 0.000121;
53.680000; 0.468001; 0.607216; 0.000034;
53.760000; 0.354622; 0.607217; 0.000005;
53.840000; 0.250897; 0.607241; 0.002137;
53.920000; 0.184467; 0.607197; 0.002187;
54.000000; 0.125983; 0.607213; 0.001645;
54.080000; 0.137822; 0.607210; 0.001599;
54.160000; 0.088503; 0.607126; 0.000143;
54.240000; 0.018636; 0.607068; 0.000973;
54.320000; 0.023389; 0.607110; 0.001281;
54.400000; 0.061126; 0.607121; 0.001806;
54.480000; 0.050199; 0.606978; 0.001482;
54.560000; 0.054714; 0.607048; 0.000293;
54.640000; 0.031745; 0.607044; 0.000642;
54.720000; 0.035473; 0.607097; 0.000271;
54.800000; 0.086635; 0.607053; 0.000191;
54.880000; 0.078466; 0.607062; 0.000519;
54.960000; 0.076317; 0.607054; 0.000122;
55.040000; 0.070762; 0.607113; 0.001123;
55.120000; 0.132006; 0.607160; 0.000561;
55.200000; 0.149920; 0.607087; 0.003280;
55.280000; 0.110036; 0.607007; 0.002116;
55.360000; 0.140346; 0.607026; 0.000488;
55.440000; 0.262519; 0.607014; 0.000153;
55.520000; 0.357771; 0.607010; 0.000038;
55.600000; 0.391818; 0.607004; 0.001522;
55.680000; 0.364049; 0.606964; 0.000571;
55.760000; 0.333456; 0.606941; 0.001004;
55.840000; 0.285525; 0.606950; 0.001474;
55.920000; 0.221997; 0.606997; 0.001699;
56.000000; 0.287694; 0.607118; 0.000146;
56.080000; 0.334160; 0.607129; 0.000102;
56.160000; 0.336777; 0.607100; 0.000025;
56.240000; 0.277181; 0.607100; 0.000020;
56.320000; 0.235329; 0.607103; 0.000014;
56.400000; 0.173605; 0.607057; 0.002107;
56.480000; 0.062427; 0.607059; 0.000242;
56.560000; 0.090656; 0.607082; 0.000897;
56.640000; 0.082898; 0.607038; 0.001150;
56.720000; 0.144601; 0.607103; 0.003008;
56.800000; 0.129740; 0.607048; 0.000080;
56.880000; 0.150137; 0.607050; 0.000015;
56.960000; 0.180795; 0.607058; 0.000024;
57.040000; 0.138068; 0.606920; 0.002064;
57.120000; 0.181389; 0.606821; 0.002096;
57.200000; 0.302097; 0.606807; 0.000271;
57.280000; 0.283479; 0.606811; 0.001316;
57.360000; 0.296555; 0.606779; 0.001771;
57.440000; 0.337291; 0.606733; 0.002513;
57.520000; 0.343446; 0.606744; 0.000043;
57.600000; 0.323003; 0.606746; 0.000088;
57.680000; 0.267942; 0.606743; 0.000048;
57.760000; 0.212018; 0.606810; 0.002085;
57.840000; 0.211480; 0.606950; 0.000433;
57.920000; 0.231252; 0.606926; 0.001530;
58.000000; 0.217201; 0.606838; 0.000213;
58.080000; 0.217201; 0.606869; 0.000937;
58.160000; 0.176656; 0.606841; 0.000075;
58.240000; 0.203234; 0.606839; 0.000007;
58.320000; 0.189467; 0.606839; 0.000024;
58.400000; 0.187049; 0.606770; 0.001296;
58.480000; 0.115110; 0.606783; 0.001664;
58.560000; 0.079718; 0.606830; 0.001866;
58.640000; 0.069265; 0.606881; 0.000107;
58.720000; 0.159710; 0.606869; 0.000052;
58.800000; 0.228031; 0.606867; 0.000077;
58.880000; 0.283287; 0.606864; 0.000012;
58.960000; 0.263845; 0.606865; 0.000092;
59.040000; 0.261661; 0.606866; 0.000679;
59.120000; 0.240265; 0.606944; 0.001506;
